"log_stars","Stars","Forks","Issues","Size","language","age_group","created_year","log_size"
5.63478960316925,279,11,4,1403,"Lua","New",2021,7.24708058458576
5.55295958492162,257,112,3,222,"C","Old",2012,5.40717177146012
6.10702288774225,448,34,19,4251,"Lua","New",2020,8.35514473946184
5.36597601502185,213,21,0,3332,"Shell","Old",2016,8.11162807830774
6.75227037614174,855,26,7,1291,"TypeScript","New",2021,7.16394668434255
5.57594910314632,263,100,2,21634,"JavaScript","Old",2018,9.98206765265899
5.96100533962327,387,356,29,1012,"JavaScript","New",2019,6.92067150424868
5.17048399503815,175,64,0,7957,"CSS","Old",2013,8.98193299098687
6.32435896238131,557,124,18,22061,"C++","New",2019,10.0016119505293
6.58617165485467,724,401,5,1170,"CSS","Old",2018,7.06561336359772
7.31654817718298,1504,30,2,24,"Python","Old",2016,3.2188758248682
6.24804287450843,516,124,21,782,"Vue","Old",2017,6.6631326959908
5.33753807970132,207,52,28,1015,"C++","Old",2013,6.92362862813843
6.91274282049318,1004,276,87,2201,"JavaScript","Old",2014,7.69712131728263
5.8664680569333,352,136,5,4,"Python","Old",2018,1.6094379124341
6.95844839329766,1051,328,15,27598,"JavaScript","Old",2014,10.2255348191648
6.41345895716736,609,128,45,419,"JavaScript","Old",2016,6.04025471127741
7.17011954344963,1299,79,57,13211,"Jupyter Notebook","Old",2016,9.48888078651068
7.37963215260955,1602,161,246,876,"Shell","Old",2014,6.77650699237218
5.84643877505772,345,242,42,537,"C++","Old",2016,6.28785856016178
7.00215595440362,1098,93,55,1345,"C++","New",2023,7.20489251020467
5.60947179518496,272,32,0,748,"C++","New",2020,6.61873898351722
5.34233425196481,208,154,262,15018,"Go","New",2021,9.61707134520558
7.46164039220858,1739,498,30,4328,"TypeScript","New",2020,8.37309184744198
5.37527840768417,215,32,1,51,"","New",2022,3.95124371858143
5.48479693349065,240,20,4,281,"JavaScript","New",2020,5.64190707093811
5.26785815906333,193,35,15,1114,"Lua","Old",2013,7.01660968389422
5.38449506278909,217,55,0,148,"Shell","Old",2018,5.00394630594546
7.66715825531915,2136,134,70,6130,"PHP","Old",2018,8.72111314776269
5.94542060860658,381,84,13,128,"Ruby","Old",2015,4.85981240436167
6.4425401664682,627,47,11,88,"PHP","New",2019,4.48863636973214
5.47646355193151,238,74,210,245135,"TypeScript","Old",2018,12.4095684375555
5.54907608489522,256,39,3,689,"Python","New",2020,6.5366915975913
5.52942908751142,251,40,14,33359,"Go","Old",2018,10.4151128564727
6.94215670569947,1034,129,4,3952,"Java","Old",2016,8.28223006329669
6.4425401664682,627,261,1,355,"Ruby","Old",2015,5.87493073085203
6.47389069635227,647,48,7,114,"Rust","Old",2016,4.74493212836325
6.71780469502369,826,241,60,216,"JavaScript","Old",2014,5.37989735354046
5.15905529921453,173,32,0,3363,"Vue","New",2021,8.12088602109284
5.56068163101553,259,18,2,5650,"Objective-C","New",2022,8.63958779962984
5.14166355650266,170,17,3,609,"JavaScript","New",2023,6.41345895716736
8.2960476427647,4007,1219,23,55225,"JavaScript","Old",2018,10.9191891358654
5.25227342804663,190,150,99,1039,"JavaScript","Old",2017,6.94697599213542
6.53958595561767,691,206,8,1506,"JavaScript","Old",2014,7.3178761986265
7.88795933659994,2664,468,83,6452,"Python","Old",2018,8.77230041793584
5.63835466933375,280,47,0,41,"","Old",2015,3.73766961828337
6.04263283368238,420,91,5,513489,"Jupyter Notebook","New",2019,13.1489858339644
5.21493575760899,183,107,11,1495,"JavaScript","Old",2016,7.31055015853442
7.37588214821501,1596,78,73,58098,"TypeScript","Old",2017,10.9699037309879
5.54517744447956,255,22,1,3714,"Shell","Old",2016,8.22013395715186
5.29330482472449,198,29,8,46860,"JavaScript","New",2023,10.7549410519963
6.27852142416584,532,415,196,27879,"JavaScript","New",2019,10.2356648648745
7.61677580869837,2031,492,5,426,"C","Old",2015,6.05678401322862
5.73334127689775,308,132,53,1584,"Kotlin","New",2019,7.36833968631138
5.51745289646471,248,181,28,1499,"Python","Old",2013,7.3132203870903
6.10924758276437,449,172,1,1086,"Go","New",2021,6.99117688712121
5.91620206260743,370,391,4,31,"HTML","New",2021,3.46573590279973
6.73101810048208,837,227,17,357,"JavaScript","Old",2014,5.8805329864007
8.11372608597075,3339,1472,55,17096,"Jupyter Notebook","New",2019,9.74665828850311
5.5834963087817,265,46,10,83,"Python","Old",2018,4.43081679884331
5.52942908751142,251,10,1,20,"Python","New",2023,3.04452243772342
5.51342874616498,247,85,51,5228,"Kotlin","Old",2018,8.56197533418813
5.46806014113513,236,32,3,7,"JavaScript","Old",2016,2.07944154167984
9.38597294061934,11919,2166,32,7347,"JavaScript","Old",2018,8.90218344633502
8.10772006191053,3319,271,41,94428,"Python","New",2023,11.4556035083461
10.1683103308418,26063,5480,432,35725,"C++","Old",2012,10.4836339940088
6.69084227741856,804,56,28,16937,"Go","New",2020,9.73731489748154
8.16763571524637,3524,612,238,1300,"Python","New",2019,7.1708884785125
7.81197342962202,2469,383,3,2340,"Python","New",2021,7.75833346749091
7.8804263442924,2644,506,163,13565,"Java","Old",2015,9.51532194150603
5.32787616878958,205,15,24,17100,"Python","New",2022,9.74689222031305
5.32300997913841,204,46,11,26894,"Python","New",2019,10.1996956747073
5.6021188208797,270,54,1,88,"","New",2020,4.48863636973214
8.27129265297941,3909,282,17,26485,"JavaScript","New",2020,10.1843715704869
6.34212141872115,567,114,3,101002,"Jupyter Notebook","Old",2018,11.5229054983526
5.51745289646471,248,75,1,265,"C","Old",2012,5.5834963087817
5.98645200528444,397,270,10,7821,"Java","New",2019,8.96469555531546
6.7696419768525,870,327,0,4627,"C#","Old",2014,8.43988008831357
6.0591231955818,427,32,31,2733,"JavaScript","New",2019,7.9135210172839
5.66296048013595,287,54,0,5475,"Python","New",2019,8.60813018640834
5.24702407216049,189,76,5,64,"PHP","Old",2016,4.17438726989564
6.42971947803914,619,50,6,853,"TypeScript","New",2020,6.74993119378857
8.44677072711969,4659,1145,126,65164,"Java","Old",2015,11.0846777939648
7.28276117960559,1454,175,36,55454,"Go","Old",2018,10.9233271600388
6.19031540585315,487,83,14,313,"Shell","Old",2015,5.74939298590825
5.86929691313377,353,92,37,4815,"Objective-C","Old",2013,8.47969898698866
5.62401750618734,276,37,11,400115,"JavaScript","New",2019,12.8995097840482
5.35658627467201,211,29,45,22970,"C++","New",2020,10.0419878297812
5.84932477994686,346,199,3,2244,"","New",2019,7.71646080017636
5.86078622346587,350,76,19,20915,"C++","Old",2016,9.94826969530802
7.67415292128168,2151,227,22,34001,"C#","Old",2017,10.4341746253977
7.13568734702814,1255,319,56,6569,"Python","Old",2016,8.79026911147866
7.54644627374602,1893,493,14,2057,"C++","Old",2017,7.629489916394
6.71052310945243,820,113,5,59686,"Go","Old",2014,10.9968695202246
6.0730445341004,433,139,25,4120,"Python","Old",2017,8.32385113133882
7.66293785046154,2127,68,10,313031,"Shell","New",2022,12.6540607007182
5.6021188208797,270,24,5,18030,"TypeScript","New",2019,9.79984777777637
6.4831073514572,653,28,0,11,"JavaScript","New",2020,2.484906649788
6.4281052726846,618,104,36,5008,"TypeScript","New",2019,8.51899157335762
6.28785856016178,537,93,4,228,"C++","Old",2016,5.43372200355424
5.65948221575962,286,32,9,2157,"C#","New",2019,7.67693714581808
5.40717177146012,222,3,2,2499,"TypeScript","New",2023,7.82404601085629
6.37672694789863,587,132,156,10133,"C","Old",2011,9.22365138603585
5.63835466933375,280,78,8,473,"JavaScript","Old",2013,6.16120732169508
5.26269018890489,192,11,7,214,"TypeScript","New",2022,5.37063802812766
5.97635090929793,393,146,53,10927,"Go","Old",2016,9.29908358181057
6.36818718635049,582,87,34,3977,"Java","Old",2011,8.28853445941392
7.68753876620163,2180,729,264,107452,"JavaScript","Old",2015,11.5848088216437
8.04237800517328,3109,406,146,729,"Ruby","Old",2011,6.59304453414244
5.39816270151775,220,84,2,16,"Python","New",2019,2.83321334405622
5.77455154554441,321,55,1,54662,"C#","Old",2018,10.908942342718
7.02197642307216,1120,122,144,20202,"Go","Old",2018,9.91358638721354
5.4971682252932,243,29,4,662,"Objective-C","Old",2018,6.49677499018586
6.07534603108868,434,72,17,291,"JavaScript","Old",2013,5.67675380226828
5.31320597904179,202,4,0,37,"Python","New",2022,3.63758615972639
5.55682806169954,258,13,0,20,"Go","New",2020,3.04452243772342
7.38832785957711,1616,293,78,2014,"Java","Old",2017,7.60837447438078
5.19295685089021,179,14,0,20,"PHP","Old",2015,3.04452243772342
5.63835466933375,280,45,0,1211,"TypeScript","Old",2018,7.10002716662926
5.28320372873799,196,10,2,14,"Go","New",2019,2.70805020110221
5.80211837537706,330,91,0,15,"","Old",2016,2.77258872223978
7.53583046279837,1873,544,96,4994,"Ruby","Old",2011,8.51619269108265
5.48479693349065,240,85,39,54829,"C#","Old",2015,10.9119927683981
5.73657229747919,309,136,17,543,"Ruby","Old",2013,6.29894924685594
6.95654544315157,1049,211,32,6294,"Swift","Old",2017,8.74751094647845
7.26052259808985,1422,359,1,33921,"Jupyter Notebook","Old",2018,10.4318190504318
5.14749447681345,171,4,3,90,"Rust","Old",2015,4.51085950651685
5.84643877505772,345,41,16,495,"Shell","Old",2016,6.20657592672493
6.74170069465205,846,233,20,5875,"C#","Old",2015,8.67863153729377
5.76832099579377,319,107,0,34,"Python","Old",2017,3.55534806148941
6.18826412308259,486,43,3,94,"C++","New",2023,4.55387689160054
7.00306545878646,1099,471,3,735,"C++","Old",2015,6.60123011872888
7.6246189861594,2047,1126,36,125,"Python","Old",2017,4.83628190695148
6.0282785202307,414,16,3,522,"JavaScript","Old",2017,6.25958146406492
7.19518732017871,1332,179,60,908,"C++","Old",2016,6.81234509417748
5.64897423816121,283,54,1,68154,"C#","Old",2015,11.1295398020049
6.1527326947041,469,39,6,1429,"TypeScript","Old",2016,7.26542972325395
5.99893656194668,402,88,2,11822,"Vue","New",2023,9.37780206586311
5.18738580584075,178,66,19,815,"Python","Old",2011,6.70441435496411
6.53233429222235,686,374,37,166878,"Objective-C","Old",2014,12.0250242778868
8.67265729404031,5840,1338,1,534,"","New",2020,6.28226674689601
5.48479693349065,240,43,3,137,"C","Old",2018,4.9272536851572
5.36129216570943,212,53,0,8818,"JavaScript","New",2019,9.08466376388818
7.11314210870709,1227,73,0,229823,"Swift","Old",2016,12.3450690775858
5.23110861685459,186,174,67,59051,"JavaScript","New",2019,10.986173690654
5.88610403145016,359,33,7,1610,"Java","New",2021,7.38461038317697
7.34665516317654,1550,116,4,5054,"TypeScript","Old",2015,8.52813313145457
6.1246833908942,456,194,6,6457,"C#","Old",2013,8.77307495131822
7.00850518208228,1105,506,96,36414,"Java","Old",2011,10.502736056652
5.8406416573734,343,111,21,10703,"C++","Old",2013,9.27837278236801
7.21303165983487,1356,449,10,10747,"Java","New",2019,9.28247496973538
5.18738580584075,178,316,0,200167,"HTML","New",2022,12.2069122929276
6.00141487796115,403,16,8,24386,"Ruby","Old",2008,10.1018054824147
7.46965417293213,1753,254,28,47884,"Jupyter Notebook","New",2020,10.7765575819557
5.36129216570943,212,41,1,187,"Ruby","Old",2013,5.23644196282995
7.13009851012558,1248,72,20,2895,"Go","Old",2014,7.97108575350561
5.54126354515843,254,24,7,1081,"TypeScript","Old",2016,6.98656645940643
5.86078622346587,350,285,17,3514,"JavaScript","Old",2018,8.16479480424477
5.36597601502185,213,55,7,377,"Rust","Old",2017,5.93489419561959
5.9295891433899,375,13,1,1196,"Python","New",2020,7.08757370555797
6.62007320653036,749,208,0,44642,"C++","Old",2018,10.7064527990982
6.40687998606931,605,95,273,19793,"Python","Old",2017,9.89313414045664
6.82762923450285,922,88,12,83427,"","Old",2018,11.3317392634165
5.26269018890489,192,37,3,19968,"Kotlin","New",2019,9.90193635004339
6.37842618365159,588,88,27,1011,"Shell","Old",2015,6.91968384984741
5.84354441703136,344,43,0,1,"","New",2021,0.693147180559945
6.1779441140506,481,233,129,12862,"Python","Old",2012,9.46211025207872
6.97541392745595,1069,131,3,67,"Java","New",2019,4.21950770517611
5.51745289646471,248,71,0,5272,"","Old",2018,8.57035473953047
5.27299955856375,194,5,0,14974,"C","New",2020,9.61413742298365
5.33271879326537,206,191,4,73734,"","Old",2016,11.208232863685
5.93224518744801,376,88,2,7087,"Python","Old",2017,8.86615849228492
5.71373280550937,302,40,2,318,"JavaScript","Old",2012,5.76519110278484
5.32300997913841,204,138,3,1322,"","New",2020,7.18765716411496
5.4971682252932,243,88,9,335,"JavaScript","Old",2013,5.8171111599632
5.44241771052179,230,28,0,439776,"Swift","Old",2016,12.9940230592369
6.31896811374643,554,63,2,60,"Go","Old",2014,4.11087386417331
6.70073110954781,812,143,57,304,"PHP","Old",2018,5.72031177660741
5.37989735354046,216,9,0,2536,"C++","New",2020,7.83873755959928
5.9295891433899,375,103,15,49839,"Python","Old",2015,10.8165731534613
5.46383180502561,235,48,14,161125,"JavaScript","Old",2015,11.9899419465838
5.66642668811243,288,72,11,29,"JavaScript","New",2022,3.40119738166216
5.40717177146012,222,23,3,110,"Jupyter Notebook","New",2019,4.70953020131233
7.650168700845,2100,168,25,273,"Go","Old",2018,5.61312810638807
5.91620206260743,370,39,10,552,"Swift","Old",2015,6.31535800152233
5.33271879326537,206,21,0,46779,"Go","Old",2017,10.7532110401382
7.21229446850034,1355,33,16,929,"TypeScript","Old",2018,6.8351845861473
5.5834963087817,265,46,7,1198,"Rust","New",2020,7.08924315502751
5.13579843705026,169,48,4,254,"PHP","Old",2016,5.54126354515843
7.70481192293259,2218,568,53,16076,"C","Old",2016,9.68514495816296
7.79729127354747,2433,757,6,132627,"Dart","New",2020,11.7953034958301
6.25575004175337,520,162,50,269,"C","Old",2013,5.59842195899838
6.78558764500793,884,621,23,22615,"Ruby","Old",2011,10.0264128993734
6.3297209055227,560,78,44,175,"Python","Old",2016,5.17048399503815
5.74620319054015,312,24,1,34,"","Old",2017,3.55534806148941
7.23128700432762,1381,339,3,52601,"Java","Old",2017,10.8705094208166
5.18178355029209,177,71,6,71492,"Jupyter Notebook","New",2019,11.1773548217915
5.57215403217776,262,70,3,738781,"","New",2019,13.5127581631772
5.15329159449778,172,31,15,3212,"Java","New",2021,8.07496035911586
5.37989735354046,216,3,1,102,"Ruby","Old",2017,4.63472898822964
9.02256396449926,8287,1965,132,162270,"C++","Old",2009,11.9970230560832
5.45958551414416,234,68,2,401,"","New",2019,5.99645208861902
5.71042701737487,301,46,5,53,"Rust","New",2022,3.98898404656427
5.40267738187228,221,44,1,88895,"Java","Old",2018,11.395222426114
7.49276030092238,1794,835,12,43299,"Python","New",2022,10.6759079139906
5.12989871492307,168,15,9,69,"TypeScript","New",2020,4.24849524204936
6.95463886488099,1047,393,15,67587,"JavaScript","New",2021,11.1211857314805
6.33682573114644,564,64,16,448,"Python","Old",2011,6.10702288774225
5.65248918026865,284,101,9,105,"Python","New",2019,4.66343909411207
6.26530121273771,525,45,0,6014,"HTML","New",2021,8.70201162840878
7.8815599170569,2647,976,48,508,"Python","Old",2015,6.23244801655052
6.79234442747081,890,284,7,2832,"Go","New",2021,7.94909149983052
5.22035582507832,184,53,4,14969,"Shell","Old",2016,9.61380347741367
5.42053499927229,225,182,6,693,"Java","Old",2014,6.5424719605068
8.36753241686183,4304,302,26,2734,"Kotlin","New",2022,7.91388671485608
5.59098698051086,267,62,12,221,"Python","New",2019,5.40267738187228
5.52942908751142,251,47,15,2536,"Python","New",2019,7.83873755959928
5.79909265446053,329,52,11,19579,"C","New",2021,9.8822639160845
5.4380793089232,229,7,0,876,"C","New",2021,6.77650699237218
6.72982407048948,836,82,28,134,"","Old",2017,4.90527477843843
5.92692602597041,374,234,0,34,"Python","Old",2018,3.55534806148941
5.8171111599632,335,56,20,1343,"JavaScript","New",2019,7.2034055210831
5.64544689764324,282,25,0,6218,"C","Old",2014,8.73536440110389
6.21660610108486,500,102,1,436,"JavaScript","Old",2016,6.07993319509559
6.64378973314767,767,165,9,2437,"PHP","New",2020,7.79893331004122
6.33859407820318,565,293,62,1330,"Java","Old",2016,7.19368581839511
5.3082676974012,201,38,7,13310,"Jupyter Notebook","Old",2018,9.49634604004702
5.15329159449778,172,25,0,474,"Java","New",2020,6.16331480403464
5.22035582507832,184,57,13,7209,"JavaScript","Old",2014,8.88322423027899
7.21007962817079,1352,179,9,666,"Python","Old",2016,6.50279004591562
7.14913159855741,1272,144,1,725,"Python","New",2020,6.5875500148248
5.71702770140622,303,72,0,194,"","New",2021,5.27299955856375
6.08221891037645,437,93,9,45133,"Python","Old",2018,10.7173911217319
5.17048399503815,175,27,4,392,"Python","New",2020,5.97380961186926
6.41345895716736,609,236,88,33758,"JavaScript","Old",2015,10.4270023274181
5.54517744447956,255,49,9,45,"Python","New",2019,3.8286413964891
8.53719187792293,5100,440,117,18526,"Go","Old",2015,9.82698440655001
7.2868764117507,1460,179,2,657,"Python","New",2020,6.48920493132532
6.11146733950268,450,41,9,7319,"Python","New",2022,8.89836560695536
6.20050917404269,492,157,1,956,"C","New",2021,6.86380339145295
7.3664451483276,1581,327,54,4232,"TypeScript","Old",2017,8.35066624052092
5.2257466737132,185,72,5,15775,"JavaScript","Old",2018,9.66624507684242
5.3082676974012,201,13,9,132,"Ruby","Old",2013,4.89034912822175
5.21493575760899,183,82,80,613622,"JavaScript","Old",2017,13.3271360120354
8.09712193091871,3284,925,6,2478,"Python","Old",2018,7.81561053203519
7.98070782086967,2923,229,262,97520,"TypeScript","Old",2017,11.4878230184094
7.33171496972647,1527,649,0,19,"Jupyter Notebook","Old",2017,2.99573227355399
5.63835466933375,280,56,3,274733,"Objective-C","Old",2015,12.5235586358113
8.85523562320697,7010,755,129,5985,"Jupyter Notebook","New",2022,8.69717868841264
5.99645208861902,401,204,0,3602,"Java","New",2021,8.18952211074809
5.72358510195238,305,25,2,19,"JavaScript","Old",2012,2.99573227355399
6.45833828334479,637,159,56,162751,"Python","New",2019,11.9999828487818
6.60123011872888,735,56,9,355,"Rust","Old",2012,5.87493073085203
5.23644196282995,187,49,10,4958,"JavaScript","Old",2017,8.50895938648913
5.27811465923052,195,102,25,51673,"C#","Old",2013,10.8527100326453
5.93224518744801,376,46,2,8435,"Swift","New",2019,9.04026354159867
6.67708346124714,793,167,3,191563,"HTML","New",2019,12.1629772354246
6.4281052726846,618,73,26,295,"Swift","Old",2016,5.69035945432406
9.14002519806116,9320,1042,18,729,"CSS","Old",2011,6.59304453414244
6.89162589705225,983,58,31,1887,"TypeScript","New",2023,7.54327334670545
6.18208490671663,483,33,32,9237,"TypeScript","New",2021,9.13108069099055
5.27811465923052,195,58,14,218,"JavaScript","Old",2017,5.3890717298165
6.00141487796115,403,82,7,176,"HTML","New",2022,5.17614973257383
5.35658627467201,211,86,73,17220,"Go","New",2019,9.7538848483049
5.12989871492307,168,45,1,12159,"Jupyter Notebook","Old",2016,9.40590715552016
7.39326309476384,1624,55,9,598,"","New",2021,6.39526159811545
6.33859407820318,565,102,89,968,"JavaScript","New",2019,6.87626461189077
5.95064255258773,383,108,24,116,"Python","Old",2015,4.76217393479776
5.59471137960184,268,18,0,107,"TypeScript","Old",2018,4.68213122712422
6.49223983502047,659,323,0,1150,"CSS","Old",2015,7.04838640872188
5.97635090929793,393,210,119,48061,"C++","Old",2013,10.780247123073
7.24351297466548,1398,467,7,1839,"","Old",2014,7.51752085060303
6.04973345523196,423,24,2,161,"PHP","Old",2016,5.08759633523238
5.61677109766657,274,40,48,37167,"C++","Old",2016,10.5232034550102
9.5027114339141,13395,1569,3,35112,"PHP","Old",2014,10.4663267112542
6.00635315960173,405,49,4,1395302,"","New",2020,14.1486221539532
6.12905021006055,458,65,0,15251,"Java","Old",2017,9.63246592097745
6.00635315960173,405,42,7,11940,"Go","Old",2017,9.38773313553338
5.84354441703136,344,80,25,7866,"Rust","Old",2018,8.97043207432924
8.18227973925902,3576,727,1,276,"","Old",2016,5.62401750618734
8.69064216970659,5946,747,353,67439,"Go","New",2019,11.1189935926757
5.31811999384422,203,99,1,59141,"Jupyter Notebook","Old",2016,10.9876966108935
5.37989735354046,216,11,0,5798,"TypeScript","New",2020,8.66544076787644
5.89989735358249,364,19,2,4,"Python","Old",2016,1.6094379124341
5.60947179518496,272,39,1,233,"Ruby","Old",2011,5.4553211153577
6.38519439899773,592,44,16,153,"Shell","Old",2017,5.03695260241363
5.24174701505964,188,118,1,951,"Jupyter Notebook","Old",2017,6.85856503479136
5.6021188208797,270,10,28,4354,"Vue","New",2020,8.3790798892866
6.74758652682932,851,112,25,4094,"JavaScript","Old",2017,8.31752199628717
5.12396397940326,167,24,4,119246,"TypeScript","New",2022,11.6889522512014
5.41610040220442,224,47,7,3440,"Objective-C","Old",2013,8.14351740579748
5.66642668811243,288,85,1,43400,"Jupyter Notebook","Old",2016,10.6782377612977
5.16478597392351,174,12,0,22,"","Old",2015,3.13549421592915
5.12396397940326,167,114,10,2805,"Jupyter Notebook","Old",2016,7.93951526066241
5.24174701505964,188,41,0,138,"Java","Old",2016,4.93447393313069
6.34212141872115,567,95,77,1777,"Go","Old",2014,7.48324441607385
5.98393628068719,396,238,10,8337,"JavaScript","Old",2017,9.02857865844074
5.54126354515843,254,30,3,107,"Python","New",2019,4.68213122712422
5.21493575760899,183,69,0,124,"HTML","Old",2016,4.8283137373023
5.26785815906333,193,16,25,3779,"TypeScript","New",2021,8.23747928861363
7.47760424319759,1767,568,68,7813,"Objective-C","Old",2017,8.96367227561502
5.46806014113513,236,5,5,15,"","Old",2013,2.77258872223978
5.75574221358691,315,186,8,76,"Java","Old",2014,4.34380542185368
6.40687998606931,605,64,11,303,"C","Old",2017,5.71702770140622
8.72599438101457,6160,557,7,2201,"Ruby","Old",2013,7.69712131728263
5.15905529921453,173,33,132,2172,"Rust","New",2023,7.68386398025643
6.19847871649231,491,31,4,36019,"C++","New",2020,10.4918296187299
6.87316383421252,965,100,12,360,"Go","New",2019,5.88887795833288
5.34710753071747,209,60,4,2213,"Lua","Old",2009,7.70255611326858
7.90581031265893,2712,175,90,20838,"Kotlin","New",2019,9.94458151007109
8.4096079807363,4489,282,104,23325,"JavaScript","Old",2016,10.057323897251
8.35349709874545,4244,322,5,5485,"Swift","Old",2014,8.60995467149755
6.6052979209482,738,303,16,1206,"JavaScript","Old",2014,7.09589322109753
5.15329159449778,172,6,0,1517,"C","Old",2017,7.32514895795557
5.44673737166631,231,13,5,571,"JavaScript","Old",2017,6.3491389913798
5.90536184805457,366,44,23,1497,"Rust","Old",2016,7.31188616407716
5.29831736654804,199,23,1,16021,"Go","Old",2018,9.68171805677506
7.47420480649612,1761,922,5,611,"Java","Old",2017,6.41673228251233
7.07918439460967,1186,111,29,147,"C","Old",2015,4.99721227376411
6.77078942390898,871,140,16,205,"C#","Old",2017,5.32787616878958
5.78996017089725,326,104,31,2401,"Python","New",2022,7.78405700263993
5.14749447681345,171,6,2,81,"Rust","Old",2017,4.40671924726425
6.52941883826223,684,68,2,39780,"Java","Old",2018,10.5911446903524
5.15329159449778,172,24,25,182,"TypeScript","New",2019,5.20948615284142
5.88887795833288,360,63,23,937,"Python","Old",2016,6.84374994900622
5.93224518744801,376,61,5,5628,"JavaScript","New",2020,8.63568708546403
7.21303165983487,1356,172,139,13756,"C","Old",2016,9.529303064461
5.4380793089232,229,103,0,2308,"PHP","Old",2015,7.7445698093545
6.68710860786651,801,46,3,550,"Swift","Old",2015,6.31173480915291
5.8171111599632,335,255,5,842,"Ruby","Old",2011,6.73696695800186
5.14166355650266,170,32,3,5280,"C++","Old",2015,8.57187075270693
5.85507192220243,348,125,1,22540,"Jupyter Notebook","Old",2018,10.023091152182
5.33753807970132,207,17,14,24661,"Python","New",2019,10.1130188764305
6.73933662735717,844,244,45,1705,"Jupyter Notebook","Old",2017,7.44190672805162
6.36647044773144,581,178,21,809,"Python","Old",2012,6.69703424766648
5.71702770140622,303,68,10,1333,"Python","Old",2009,7.19593722647557
7.4730690880322,1759,579,12,116213,"Java","Old",2017,11.6631885980703
5.4380793089232,229,66,0,200,"JavaScript","Old",2017,5.30330490805908
6.88755257166462,979,140,1,20,"","Old",2015,3.04452243772342
6.08677472691231,439,115,4,118,"Python","Old",2018,4.77912349311153
6.75925527066369,861,90,26,227,"Swift","Old",2018,5.42934562895444
5.46383180502561,235,160,31,687,"Python","Old",2017,6.53378883793334
6.93342302573071,1025,60,67,2076,"Python","Old",2017,7.63867982387611
5.32300997913841,204,65,6,1568,"Python","New",2020,7.35819375273303
9.07897805377936,8768,579,239,79735,"Go","Old",2013,11.2864764566473
5.23644196282995,187,33,2,1693,"JavaScript","Old",2015,7.434847875212
5.68017260901707,292,20,10,1775,"Rust","New",2022,7.48211892355212
6.4393503711001,625,288,3,3578,"C","Old",2012,8.18283871076603
5.78382518232974,324,241,3,6001,"Swift","Old",2017,8.69984802600031
6.06610809010375,430,123,0,79,"","Old",2017,4.38202663467388
6.10924758276437,449,64,18,13283,"Python","New",2019,9.49431558249664
5.62040086571715,275,80,195,9080,"JavaScript","Old",2011,9.11393959768983
5.605802066296,271,63,15,2778,"JavaScript","Old",2018,7.9298464297425
6.73815249459596,843,140,153,17260,"Go","Old",2015,9.75620490038669
5.16478597392351,174,12,2,10663,"Swift","Old",2015,9.27462886185855
6.23832462503951,511,177,12,31923,"Objective-C","Old",2013,10.3711133569959
6.36990098282823,583,249,32,6608,"TypeScript","Old",2014,8.79618763547045
8.38160253710989,4365,518,9,18451,"","New",2019,9.82292804467771
6.57507584059962,716,130,6,120,"Ruby","New",2021,4.79579054559674
5.89164421182577,361,153,1,17382,"JavaScript","New",2020,9.76324799612154
5.59098698051086,267,47,9,3452,"TypeScript","Old",2018,8.14699869738999
5.74300318780948,311,14,3,12,"","Old",2017,2.56494935746154
5.98896141688986,398,137,14,1423,"JavaScript","Old",2014,7.26122509197192
5.36129216570943,212,85,1,287,"","Old",2017,5.66296048013595
5.6021188208797,270,25,4,351,"TypeScript","New",2023,5.8636311755981
7.46622755621548,1747,127,7,144,"","Old",2015,4.97673374242057
5.53338948872752,252,8,2,115,"PHP","New",2022,4.75359019110636
5.30330490805908,200,61,5,4470,"JavaScript","Old",2018,8.40536737623398
5.59842195899838,269,20,0,3988,"Swift","New",2019,8.29129585190541
7.14677217945264,1269,197,6,16997,"Jupyter Notebook","Old",2017,9.74085096905857
5.47227067367148,237,79,18,748,"Python","Old",2018,6.61873898351722
7.94378269245863,2817,252,924,87994,"TypeScript","New",2021,11.3850352736643
5.32300997913841,204,77,2,130,"Python","Old",2016,4.87519732320115
6.06145691892802,428,61,19,41307,"Python","New",2021,10.6288114647913
6.12249280951439,455,51,33,14459,"Python","New",2019,9.57914149571276
5.97888576490112,394,104,17,270,"JavaScript","Old",2018,5.6021188208797
5.42934562895444,227,50,18,795,"JavaScript","Old",2012,6.67959918584438
5.41610040220442,224,135,2,30786,"Jupyter Notebook","New",2020,10.3348478019396
8.00703401219341,3001,450,51,14455,"JavaScript","Old",2014,9.57886483227206
8.4013333053217,4452,326,39,21733,"TypeScript","Old",2015,9.9866331336228
5.85793315448346,349,25,4,17384,"Jupyter Notebook","New",2022,9.76336304444196
5.62401750618734,276,71,5,3669,"Java","Old",2014,8.20794694104862
5.54126354515843,254,33,9,6492,"Python","New",2022,8.77847995250849
6.68710860786651,801,374,252,8549,"PHP","Old",2013,9.05368656193081
5.3890717298165,218,82,7,9187,"C","Old",2015,9.12565356380899
6.90675477864855,998,244,31,16104,"TypeScript","New",2019,9.6868850617653
6.81454289725996,910,62,86,67203,"Go","New",2021,11.1154880485493
5.31320597904179,202,19,19,2925,"Go","New",2023,7.98139158158007
5.56452040732269,260,30,1,113,"Python","New",2021,4.7361984483945
6.28599809450886,536,222,10,442886,"Shell","New",2020,13.0010699374823
6.51471269087253,674,28,4,42973,"C","Old",2011,10.6683505606377
